FAMILLE;SOUS-FAMILLE;REFERENCE;DESIGNATION_ARTICLE;CONDITIONNEMENT;UNITE;IMAGE;PRICE;ORIGINE
BOUCHERIE;Agneau & Mouton;2444;RAGOUT D'AGNEAU SACHET ;0,9;KG;;7370;Nouvelle Zelande
BOUCHERIE;Agneau & Mouton;2445;PATTE D'AGNEAU SACHET;0,8;KG;https://i.postimg.cc/rmm15nHC/2445.png;1320;ISLANDE
BOUCHERIE;Agneau & Mouton;2446;TETE D'AGNEAU SACHET;1,4;KG;https://i.postimg.cc/J0Hj2yMs/2446.png;1320;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2447;1/4 AVANT AGNEAU DECOUPE LOCAL SACHET;3;KG;https://i.postimg.cc/8s8LQ1zt/2447.png;6130;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2448;1/4 ARRIERE AGNEAU DECOUPE LOCAL SACHET;3;KG;https://i.postimg.cc/7P5ckmL2/2448.png;6380;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2450;TRANCHE DE GIGOT D'AGNEAU LOCAL SACHET;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2454;COTE D'AGNEAU LOCAL SACHET;0,5;KG;https://i.postimg.cc/v8CKHf1S/2454.png;7280;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2457;ROGNON D'AGNEAU LOCAL SACHET;0,2;KG;;;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2468;RAGOUT D'AGNEAU SACHET;0,8;KG;https://i.postimg.cc/SN8vXRCQ/2468.png;4490;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2471;EPAULE D'AGNEAU A/OS ENTIERE LOC SACHET;1,1;KG;https://i.postimg.cc/0ysH7v0Y/2471.png;6550;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2474;GIGOT D'AGNEAU ENTIER A/OS LOCAL SACHET;2,3;KG;https://i.postimg.cc/wjQ4VrwS/2474.png;7750;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2476;SOURIS D'AGNEAU LOCAL SACHET;0,5;KG;https://i.postimg.cc/QMN4nqPV/2476.png;;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2477;GIGOT D'AGNEAU RACCOURCI  A/OS LO SACHET;1,75;KG;;;COTE D'IVOIRE
BOUCHERIE;Agneau & Mouton;2485;POITRINE D'AGNEAU SACHET             ;0,9;KG;;;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;2487;POITRINE D'AGNEAU TRANCHE  SACHET;1;KG;https://i.postimg.cc/JnGTRzRL/2487.png;2730;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;2490;GIGOT D'AGNEAU RACCOURCI;1,6;KG;;;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;2493;TRANCHE DE SELLE D'AGNEAU A/OS S/V;0,4;KG;;;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4302;FILET D'AGNEAU +/-500G;10;KG;https://i.postimg.cc/ncFttq6b/4302.png;23990;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4303;QUART AVANT AGNEAU;18;KG;https://i.postimg.cc/7Zb85wHK/4303.png;8250;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4304;EPAULE D'AGNEAU;20;KG;https://i.postimg.cc/D07RnKpd/4304.png;11000;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4307;GIGOT D'AGNEAU AVEC OS +/-2.2KG;18;KG;https://i.postimg.cc/FRywMKpH/4307.png;11000;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4310;CARRE D'AGNEAU;13;KG;https://i.postimg.cc/VNbxFgbM/4310.jpg;15500;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4312;FRENCH RACK +/-200G;10;KG;https://i.postimg.cc/0jZFNHLg/4312.png;32890;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4313;AGNEAU ENTIER +/-11KG;12;KG;;8370;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4315;JARRET D'AGNEAU;10;KG;;10500;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4318;SOURIS D'AGNEAU NZ;18;KG;https://i.postimg.cc/sgMqVmm8/4318.png;13920;NOUVELLE ZELANDE
BOUCHERIE;Agneau & Mouton;4323;SOURIS D'AGNEAU;18;KG;https://i.postimg.cc/RZ28qtb0/4323.png;;AUSTRALIE
BOUCHERIE;Autres Viandes;2478;VIANDE DE CABRI LOCAL SACHET;1;KG;https://i.postimg.cc/mrdXxHfj/2478.png;6640;COTE D'IVOIRE
BOUCHERIE;Autres Viandes;4418;CARCASSE DE CABRI LOCAL;1;KG;;5310;COTE D'IVOIRE
BOUCHERIE;Autres Viandes;6218;CUISSES DE GRENOUILLE 1KG;6;PCE;;16580;INDONESIE
BOUCHERIE;Autres Viandes;6219;CUISSES DE GRENOUILLES 800G;6;PCE;https://i.postimg.cc/8cx0rCw6/6219.png;;VIETNAM
BOUCHERIE;Autres Viandes;6222;THIRIET CUISSES DE GRENOUILLES 500G;12;PCE;https://i.postimg.cc/MKj4JyKb/6222.png;7800;FRANCE
BOUCHERIE;Boeuf;1016;FOIE DE BOEUF CUBE VRAC;10;KG;;;0
BOUCHERIE;Boeuf;2007;TRIPE BLANCHES DE BOEUF SACHET;1;KG;https://i.postimg.cc/Y00WmvhX/2007.png;1900;ARGENTINE
BOUCHERIE;Boeuf;2008;TRIPES VERTES DE BOEUF SACHET;1;KG;https://i.postimg.cc/kXVSJtrG/2008.png;1750;PARAGUAY
BOUCHERIE;Boeuf;2010;PIED DE BOEUF SACHET;1;KG;https://i.postimg.cc/C52fCw8w/2010.png;1500;COTE D'IVOIRE
BOUCHERIE;Boeuf;2011;ROGNON DE BOEUF ENTIER SACHET;1,2;KG;;;ARGENTINE
BOUCHERIE;Boeuf;2013;ROGNON DE BOEUF CUBE SACHET;1;KG;https://i.postimg.cc/zD2WYFc4/2013.png;1800;COTE D'IVOIRE
BOUCHERIE;Boeuf;2015;FOIE DE BOEUF TRANCHES SACHET;0,38;KG;https://i.postimg.cc/GhZyHhrQ/2015.png;1750;POLOGNE
BOUCHERIE;Boeuf;2016;FOIE DE BOEUF CUBE SACHET;0;KG;https://i.postimg.cc/3wh0FSk0/2016.png;1700;POLOGNE
BOUCHERIE;Boeuf;2018;TRANCHE DE RUMSTEK DE BOEUF SV;0,375;KG;https://i.postimg.cc/ZRK91WFT/2018.png;9550;BRESIL
BOUCHERIE;Boeuf;2019;PIED DE BOEUF FUME IMPORT SACHET;0,93;KG;https://i.postimg.cc/sX6By3w5/2019.png;1750;GRANDE BRETAGNE
BOUCHERIE;Boeuf;2021;PAVE DE RUMSTECK DE BOEUF S/V;0,32;KG;;10190;BRESIL
BOUCHERIE;Boeuf;2022;QUEUE DE BOEUF SACHET;1;KG;https://i.postimg.cc/Gt6H8q02/2022.png;4280;BRESIL
BOUCHERIE;Boeuf;2024;QUEUE DE BOEUF COUPE MOND RHF;9;KG;;4850;BRESIL
BOUCHERIE;Boeuf;2025;MORCEAUX DE QUEUE DE BOEUF;10;KG;;4000;BRESIL
BOUCHERIE;Boeuf;2027;QUEUE  DE BOEUF  SACHET;0;KG;https://i.postimg.cc/c1zKb4KS/2027.png;;INDE
BOUCHERIE;Boeuf;2029;OSSO BUCCO BOEUF IMPORT SACHET;1;KG;https://i.postimg.cc/DybWkksb/2029.png;4350;BRESIL
BOUCHERIE;Boeuf;2031;OSSO BUCCO DE BOEUF A/OS FUME LOCAL;1;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2034;COEUR DE BOEUF SACHET;0;KG;https://i.postimg.cc/x1DX9xyp/2034.png;2300;ESPAGNE
BOUCHERIE;Boeuf;2039;RAGOUT DE QUEUE DE BOEUF SACHET;1;KG;https://i.postimg.cc/P5WPJWSX/2039.png;;INDE
BOUCHERIE;Boeuf;2041;QUEUE DE BOEUF FUME SACHET;0,75;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2043;QUEUE DE BUFFALO FUME SACHET;0,97;KG;;;INDE
BOUCHERIE;Boeuf;2046;PEAU DE BOEUF FUME SACHET;1;KG;https://i.postimg.cc/QMjVTFzp/2046.png;2750;COTE D'IVOIRE
BOUCHERIE;Boeuf;2052;BROCHETTE BOEUF;0;KG;https://i.postimg.cc/25TyFzpg/2052.png;8560;INDE
BOUCHERIE;Boeuf;2054;FAUX FILET DE BOEUF SV;0,4;KG;https://i.postimg.cc/26660Pry/2054.png;9750;BRESIL
BOUCHERIE;Boeuf;2056;NOIX ENTRECOTE BOEUF SV;0,6;KG;https://i.postimg.cc/C1QKXmxN/2056.png;10260;BRESIL
BOUCHERIE;Boeuf;2058;VIANDE DE BOEUF S/OS IMPORT SACHET;0,84;KG;https://i.postimg.cc/tJngjW1H/2058.png;3990;INDE
BOUCHERIE;Boeuf;2070;COTE DE BOEUF FASSONE RHF;1;KG;;;ITALIE
BOUCHERIE;Boeuf;2071;ENTRECOTE DE BOEUF FASSONE SVX1;0,35;KG;https://i.postimg.cc/WtR1bzrq/2071.png;21600;ITALIE
BOUCHERIE;Boeuf;2072;TOMAHAWK BOEUF ANGUS SVX1;1,1;KG;https://i.postimg.cc/QNFgtz1j/2072.png;23460;IRLANDE
BOUCHERIE;Boeuf;2076;COTE DE BOEUF FASSONE SVX1;0,7;KG;https://i.postimg.cc/jqBHJh4P/2076.png;18590;ITALIE
BOUCHERIE;Boeuf;2077;ENTRECOTE ANGUS RHF;2;KG;;20600;IRLANDE
BOUCHERIE;Boeuf;2078;ENTRECOTE ANGUS SVX1;0,32;KG;https://i.postimg.cc/wTJh5swP/2078.png;25190;IRLANDE
BOUCHERIE;Boeuf;2079;C�TE DE BOEUF ANGUS RHF;0,6;KG;;;IRLANDE
BOUCHERIE;Boeuf;2080;COTE DE BOEUF ANGUS SVX1;0,6;KG;https://i.postimg.cc/P5j1Srcq/2080.png;22050;IRLANDE
BOUCHERIE;Boeuf;2081;TOMAHAWK BOEUF ANGUS RHF;0;KG;;;IRLANDE
BOUCHERIE;Boeuf;2082;T.BONE CHAROLAIS RHF;2;KG;;;FRANCE
BOUCHERIE;Boeuf;2083;T.BONE CHAROLAIS X 1;0,4;KG;https://i.postimg.cc/g0c8PtGF/2083.png;;FRANCE
BOUCHERIE;Boeuf;2089;COTE DE BOEUF FASSONE;0,7;KG;;;ITALIE
BOUCHERIE;Boeuf;2093;VIANDE DE BOEUF S/OS LOCAL SACHET;1;KG;https://i.postimg.cc/9Mr9D44L/2093.png;4300;COTE D'IVOIRE
BOUCHERIE;Boeuf;2095;COTE DE BOEUF SIMMENTAL RHF;5;KG;;;0
BOUCHERIE;Boeuf;2096;COTE DE BOEUF SIMMENTAL SVX1;1;KG;https://i.postimg.cc/prjnBgJ8/2096.png;17960;ALLEMAGNE
BOUCHERIE;Boeuf;2097;NOIX D'ENTRECOTE SIMMENTAL RHF;2,5;KG;;;NOUVELLE ZELANDE
BOUCHERIE;Boeuf;2098;NOIX D'ENTRECOTE SIMMENTAL SVX1;0,32;KG;https://i.postimg.cc/hPFmGtK0/2098.png;23090;ALLEMAGNE
BOUCHERIE;Boeuf;2121;VIANDE DE BOEUF EXTRA A/OS LOCAL SACHET;0,8;KG;https://i.postimg.cc/wB3MVC6v/2121.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2124;VIANDE DE BOEUF A/OS LOCAL SACHET;1;KG;https://i.postimg.cc/HxyxGb81/2124.png;3850;C�TE D'IVOIRE
BOUCHERIE;Boeuf;2127;OSSO BUCCO DE BOEUF LOCAL SACHET;1;KG;https://i.postimg.cc/d3c0JDGk/2127.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2128;OS DE BOEUF LOCAL SACHET;5;KG;https://i.postimg.cc/J03z0mQT/2128.png;1000;COTE D'IVOIRE
BOUCHERIE;Boeuf;2147;FILET DE BOEUF LOCAL SANS CHAINETTE;1;KG;https://i.postimg.cc/vBfQ2MCQ/2147.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2150;ROTI FILET DE BOEUF S/V;0,5;KG;https://i.postimg.cc/Y0xtkRpZ/2150.png;18200;INDES
BOUCHERIE;Boeuf;2152;ROTI FILET DE BOEUF LOCAL SOUS VIDE;0,6;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2153;FAUX FILET DE BOEUF LOCAL SACHET;0,4;KG;https://i.postimg.cc/VLYYgxg8/2153.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2154;ENTRECOTE DE BOEUF LOCAL SACHET;0,6;KG;https://i.postimg.cc/fTBMr8q0/2154.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2155;COTE DE BOEUF LOCAL SACHET ;0,5;KG;https://i.postimg.cc/VkvzQX2Z/2155.png;5750;COTE D'IVOIRE
BOUCHERIE;Boeuf;2157;T BONE DE BOEUF LOCAL SACHET;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2158;RUMSTECK DE BOEUF LOCAL SACHET;0,47;KG;https://i.postimg.cc/DzbFmnvq/2158.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2159;CHOUKOUYA DE  BOEUF LOCAL SACHET;0,8;KG;https://i.postimg.cc/Bnz4qX0S/2159.jpg;5380;COTE D'IVOIRE
BOUCHERIE;Boeuf;2160;STEAK DE BOEUF LOCAL SACHET;0,48;KG;https://i.postimg.cc/sXdzhqxb/2160.png;6500;COTE D'IVOIRE
BOUCHERIE;Boeuf;2163;BOURGUIGNON LOCAL SACHET;0,75;KG;https://i.postimg.cc/NM6c7DrF/2163.png;4590;COTE D'IVOIRE
BOUCHERIE;Boeuf;2164;NOIX DE BOEUF LOCAL SACHET;0,45;KG;;;0
BOUCHERIE;Boeuf;2166;LANGUE  DE BOEUF LOCAL SACHET;1;PCE;https://i.postimg.cc/901Hsfbj/2166.png;3090;COTE D'IVOIRE
BOUCHERIE;Boeuf;2168;OS A MOELLE FASSONE BQ;1,24;KG;https://i.postimg.cc/dttYr8QQ/2168.png;4180;ITALIE
BOUCHERIE;Boeuf;2170;FILET DE BOEUF MATURE LOCAL ;0,4;KG;https://i.postimg.cc/441GY8gF/2170.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2171;FAUX FILET DE BOEUF MATURE LOCAL;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2172;ENTRECOTE DE BOEUF MATURE LOCAL;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2173;T BONE DE BOEUF MATURE LOCAL;0,45;KG;https://i.postimg.cc/6p8x1tGD/2173.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2174;COTE DE BOEUF MATURE  LOCAL;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2175;RUMSTECK DE BOEUF MATURE LOCAL ;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2176;STEAK TRANCHE DE BOEUF MATURE LOCAL;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2177;STEAK NOIX DE BOEUF MATURE LOCAL S/V;0,4;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2178;TOURNEDOS DE BOEUF;0,4;KG;https://i.postimg.cc/K8CS6wP4/2178.png;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2180;FILET DE BOEUF ENTIER LOCAL;10;KG;https://i.postimg.cc/0NmRPnnn/2180.png;9330;COTE D'IVOIRE
BOUCHERIE;Boeuf;2183;RUMSTECK DE BOEUF ENTIER LOCAL;10;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;2184;TRANCHE DE BOEUF ENTIER LOCAL;10;KG;;5660;COTE D'IVOIRE
BOUCHERIE;Boeuf;2185;GITE NOIX DE BOEUF ENTIER LOCAL;10;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;3201;FINDELOU STEAK EXTRA TENDRE X10 1KG;6;PCE;https://i.postimg.cc/FsyXMDPx/3201.png;8000;FRANCE
BOUCHERIE;Boeuf;3202;FINDELOU HAMBURGER NATURE X10 1KG;6;PCE;https://i.postimg.cc/8zTgNM9g/3202.png;6500;FRANCE
BOUCHERIE;Boeuf;3205;FINDELOU HAMBURGER OIGNON X10 1KG;6;PCE;;7140;FRANCE
BOUCHERIE;Boeuf;3212;FINDELOU BOULETTES VIANDE BOEUF 900G;8;PCE;https://i.postimg.cc/ZqRkyZJf/3212.png;6380;FRANCE
BOUCHERIE;Boeuf;4000;CUISSE DE BOEUF S/OS LOCAL;1;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;4001;BAVETTE ALOYAUX SIMMENTAL            ;3,5;KG;https://i.postimg.cc/cJmHddXX/4001.png;13400;FRANCE
BOUCHERIE;Boeuf;4002;TRIMMING DE BOEUF;20;KG;https://i.postimg.cc/3RxwRzq7/4002.png;;INDE
BOUCHERIE;Boeuf;4006;OS DE FAUX FILET DE BOEUF;45;KG;;;FRANCE
BOUCHERIE;Boeuf;4014;JARRET DE BOEUF AVEC OS;25;KG;https://i.postimg.cc/XqZ7Kd3z/4014.png;3790;BRESIL
BOUCHERIE;Boeuf;4022;TRIPE A LA MODE DE CAEN;13;KG;;;FRANCE
BOUCHERIE;Boeuf;4027;ONGLET DE BOEUF;15;KG;;8500;BRESIL
BOUCHERIE;Boeuf;4028;ROGNONS DE BOEUF BLOC 13.6KG;13,6;KG;;1550;0
BOUCHERIE;Boeuf;4041;FILET DE BOEUF LOCAL;1;KG;;;COTE D'IVOIRE
BOUCHERIE;Boeuf;4053;FILET DE BOEUF IMPORT;20;KG;https://i.postimg.cc/W42NWQTr/4053.png;6450;INDES
BOUCHERIE;Boeuf;4054;BAVETTE DE BOEUF BLACK ANGUS;10;KG;;;0
BOUCHERIE;Boeuf;4057;MEZZA BRESAOLA BOEUF FASSONE;6,91;KG;https://i.postimg.cc/SKDywDxP/4057.png;36710;ITALIE
BOUCHERIE;Boeuf;4058;TOMAHAWK BOEUF FASSONE 1-1,2KG;5,916;KG;;21410;ITALIE
BOUCHERIE;Boeuf;4059;COTE DE BOEUF ENTIERE FASSONE +/-5KG;13;KG;https://i.postimg.cc/Y9PtS0gf/4059.png;17240;ITALIE
BOUCHERIE;Boeuf;4061;T BONE DE BOEUF FASSONE 500-600G;6;KG;https://i.postimg.cc/23Rm4t01/4061.png;20660;ITALIE
BOUCHERIE;Boeuf;4062;TARTARE DE BOEUF FASSONE;5;KG;;24380;ITALIE
BOUCHERIE;Boeuf;4063;ROND DE GITE DE BOEUF FASSONE;1;KG;https://i.postimg.cc/fW39f0Hs/4063.png;14400;CEE
BOUCHERIE;Boeuf;4073;ENTRECOTE DE BOEUF ENTIERE ANGUS;20;KG;https://i.postimg.cc/SQwzTN5M/4073.png;20000;IRLANDE
BOUCHERIE;Boeuf;4074;COTE DE BOEUF ENTIERE ANGUS;18;KG;https://i.postimg.cc/pXz5gMb1/4074.png;19180;IRLANDE
BOUCHERIE;Boeuf;4075;TOMAWAHK BOEUF ENTIER ANGUS;17;KG;https://i.postimg.cc/fRsSsqMW/4075.png;;0
BOUCHERIE;Boeuf;4076;FILET DE BOEUF A/CHAINETTE ANGUS S/V;15;KG;https://i.postimg.cc/nh1jhKL4/4076.png;27000;IRLANDE
BOUCHERIE;Boeuf;4079;T BONE DE BOEUF ENTIER BLACK ANGUS;16;KG;https://i.postimg.cc/9fF4R44v/4079.png;;ITALIE
BOUCHERIE;Boeuf;4080;FAUX FILET DE BOEUF MATURE PIECE ENTIERE;20;KG;https://i.postimg.cc/25c14zh3/4080.png;8990;BRESIL
BOUCHERIE;Boeuf;4081;FILET DE BOEUF S/CHAINETTE MATURE IMPORT;15;KG;https://i.postimg.cc/TwKp0ZJ0/4081.png;15860;BRESIL
BOUCHERIE;Boeuf;4083;FAUX FILET DE BOEUF BLACK ANGUS;10;KG;;17500;0
BOUCHERIE;Boeuf;4084;FILET DE BOEUF S/CHAINETTE FASSONE 4G+;7;KG;https://i.postimg.cc/DZRmMBCT/4084.png;;ITALIE
BOUCHERIE;Boeuf;4085;NOIX D'ENTRECOTE MATUREE IMPORT;20;KG;https://i.postimg.cc/x8HqDM7b/4085.png;9180;BRESIL
BOUCHERIE;Boeuf;4087;ENTRECOTE DE BOEUF ENTIERE FASSONE;9;KG;https://i.postimg.cc/CMfRqp1L/4087.png;;ITALIE
BOUCHERIE;Boeuf;4088;COTE DE BOEUF SIMMENTAL;17,493;KG;https://i.postimg.cc/RV5N1p61/4088.png;15910;FRANCE
BOUCHERIE;Boeuf;4089;ENTRECOTE DE BOEUF BLACK ANGUS;10;KG;;;0
BOUCHERIE;Boeuf;4090;NOIX D'ENTRECOTES SIMMENTAL;20;KG;https://i.postimg.cc/4N6nWvVD/4090.png;20540;FRANCE
BOUCHERIE;Boeuf;4094;RUMSTECK BOEUF MATURE IMPORT;20;KG;https://i.postimg.cc/FHhz8fx7/4094.png;8000;BRESIL
BOUCHERIE;Boeuf;4096;FILET DE BOEUF S/CHAINETTE;15;KG;https://i.postimg.cc/nLzzV6gx/4096.png;;FRANCE
BOUCHERIE;Boeuf;4098;ONGLET DE BOEUF BLACK ANGUS;10;KG;;;0
BOUCHERIE;Boeuf;4099;COEUR RUMSTECK BOEUF BLACK ANGUS;20;KG;;;BRESIL
BOUCHERIE;Boucherie au Carton;1001;TETE DE PORC RHF;10;KG;;;0
BOUCHERIE;Boucherie au Carton;1003;PIED DE VEAU RHF;0;KG;;;ITALIE
BOUCHERIE;Boucherie au Carton;1005;PIEDS DE BOEUF FUME RHF;20;KG;;1130;POLOGNE
BOUCHERIE;Boucherie au Carton;1009;PATTE D'AGNEAU RHF;20;KG;;1180;ESPAGNE
BOUCHERIE;Boucherie au Carton;1010;PIED DE BOEUF RHF;20;KG;;1400;ITALIE
BOUCHERIE;Boucherie au Carton;1011;TETE D'AGNEAU RHF;20;KG;;1090;IRLANDE
BOUCHERIE;Boucherie au Carton;1015;CARRE DE VEAU RHF;0,47;KG;https://i.postimg.cc/jjSk2XRP/1015.png;;HOLLANDE
BOUCHERIE;Boucherie au Carton;2186;VIANDE DE BOEUF S/OS;10;KG;;4300;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2187;VIANDE DE BOEUF A/OS LOCAL;10;KG;;3750;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2594;CUISSES DE POULET LOCAL;10;KG;;;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2595;AILES DE POULET LOCAL;10;KG;;;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2599;FILETS DE POULET LOCAL;10;KG;;;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2675;POULET PAC LOCAL VRAC;10;KG;https://i.postimg.cc/jdKzXSBS/2675.png;2690;C�TE D'IVOIRE
BOUCHERIE;Boucherie au Carton;2676;POULET EFFILE JUNIOR LOCAL CARTON;10;KG;;2650;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;4007;RAGOUT AVANT INDES;20;KG;;;INDES
BOUCHERIE;Boucherie au Carton;4008;VIANDE DE BOEUF S/OS BLOC;25;KG;;3080;BRESIL
BOUCHERIE;Boucherie au Carton;4010;PIED DE BOEUF FUME;20;KG;;1600;UKRAINE
BOUCHERIE;Boucherie au Carton;4011;TRIPES DE BOEUF HONEYCOMB;10;KG;;;FINLANDE
BOUCHERIE;Boucherie au Carton;4012;PIED DE BOEUF;20;KG;;1370;FRANCE
BOUCHERIE;Boucherie au Carton;4018;QUEUE DE BOEUF;10;KG;;3960;BRESIL
BOUCHERIE;Boucherie au Carton;4019;QUEUE DE BUFFALO;10;KG;;;INDE
BOUCHERIE;Boucherie au Carton;4020;FOIE DE BOEUF;10;KG;;1460;POLOGNE
BOUCHERIE;Boucherie au Carton;4021;ROGNON DE BOEUF IWP;13,6;KG;https://i.postimg.cc/y65N1Qy4/4021.png;1550;PARAGUAY
BOUCHERIE;Boucherie au Carton;4023;JOUES DE BOEUF;15;KG;;12100;ALLEMAGNE
BOUCHERIE;Boucherie au Carton;4024;TRIPES BLANCHES DE BOEUF;10;KG;https://i.postimg.cc/4xRNtY0W/4024.png;1690;ARGENTINE
BOUCHERIE;Boucherie au Carton;4025;BABINE DE BOEUF ;15;KG;;2100;0
BOUCHERIE;Boucherie au Carton;4026;TRIPE VERTE DE BOEUF;10;KG;;1590;PARAGUAY
BOUCHERIE;Boucherie au Carton;4034;FOIE DE BUFFALO;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4036;MUSEAU DE BOEUF;10;KG;;1350;ESPAGNE
BOUCHERIE;Boucherie au Carton;4038;COEUR DE BOEUF IWP;10;KG;;;ESPAGNE
BOUCHERIE;Boucherie au Carton;4039;MASQUE DE BOEUF;10;KG;;;ESPAGNE
BOUCHERIE;Boucherie au Carton;4044;LANGUE DE BOEUF IMPORT;25;KG;https://i.postimg.cc/Hk0WtpDd/4044.png;2550;PARAGUAY
BOUCHERIE;Boucherie au Carton;4046;BABINE DE BUFFALO;10;KG;;;INDE
BOUCHERIE;Boucherie au Carton;4047;MUSEAU DE BUFFALO;10;KG;;;INDE
BOUCHERIE;Boucherie au Carton;4048;ROGNON DE BUFFALO;10;KG;;;INDE
BOUCHERIE;Boucherie au Carton;4067;CAILLETTE DE BOEUF;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4068;COEUR DE BOEUF BLOC;15;KG;;1850;ESPAGNE
BOUCHERIE;Boucherie au Carton;4091;SANGRIA;15;KG;;3680;BRESIL
BOUCHERIE;Boucherie au Carton;4201;RACINE DE LANGUE DE PORC;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4213;PIED AVANT DE PORC;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4214;PIED ARRIERE DE PORC;10;KG;;830;0
BOUCHERIE;Boucherie au Carton;4216;QUEUE DE PORC;10;KG;;1530;FRANCE
BOUCHERIE;Boucherie au Carton;4219;1/2 TETE DE PORC;10;KG;;1050;POLOGNE
BOUCHERIE;Boucherie au Carton;4220;FILET MIGNON DE PORC             ;20;KG;;8250;BRESIL
BOUCHERIE;Boucherie au Carton;4221;TETE ENTIERE DE PORC AVEC OREILLES;20;KG;;1060;BRESIL
BOUCHERIE;Boucherie au Carton;4222;JARRET DE PORC A/OS;10;KG;;2500;BRESIL
BOUCHERIE;Boucherie au Carton;4224;PIED ARRIERE DE PORC COURT;10;KG;;;ITALIE
BOUCHERIE;Boucherie au Carton;4226;QUEUE DE PORC 50/50;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4229;GENOU DE PORC;10;KG;;;EUROPE
BOUCHERIE;Boucherie au Carton;4235;MASQUE DE PORC;15;KG;;;0
BOUCHERIE;Boucherie au Carton;4241;COTIS DE PORC VIANDE;10;KG;https://i.postimg.cc/BvL0VsRj/4241.png;2180;FRANCE
BOUCHERIE;Boucherie au Carton;4246;STERNUM DE PORC;10;KG;;;ESPAGNE
BOUCHERIE;Boucherie au Carton;4305;TETE D'AGNEAU ;10;KG;;1450;IRLANDE
BOUCHERIE;Boucherie au Carton;4306;CARCASSE D'AGNEAU LOCALE;14;KG;;4920;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;4311;EPAULE D'AGNEAU LOCALE;14;KG;;;COTE D'IVOIRE
BOUCHERIE;Boucherie au Carton;4314;PATTE D'AGNEAU;10;KG;;1150;ISLANDE
BOUCHERIE;Boucherie au Carton;4321;MORCEAU DE POITRINE D'AGNEAU;20;KG;https://i.postimg.cc/m2XKfJYC/4321.png;;AUSTRALIE
BOUCHERIE;Boucherie au Carton;4601;AILE DE POULET;10;KG;;3500;PARAGUAY
