FAMILLE;SOUS-FAMILLE;REFERENCE;DESIGNATION_ARTICLE;CONDITIONNEMENT;UNITE;IMAGE;PRICE;ORIGINE
BOUCHERIE;Volaille;2684;POULE PONDEUSE FUMEE SACHET;0;KG;https://i.postimg.cc/282B7F40/2684.png;2940;HONGRIE
BOUCHERIE;Volaille;2685;POULE PONDEUSE SACHET;0,93;KG;https://i.postimg.cc/WpmZhPtL/2685.png;;HONGRIE
BOUCHERIE;Volaille;2686;PONDEUSE LOCALE SACHET;1,3;KG;https://i.postimg.cc/gkYZhB6w/2686.png;3350;COTE D'IVOIRE
BOUCHERIE;Volaille;2687;PONDEUSE DECOUPEE LOCALE SACHET;0;KG;https://i.postimg.cc/NjF2J9DB/2687.png;3400;COTE D'IVOIRE
BOUCHERIE;Volaille;2737;AILERONS DE DINDE FUMEE SACHET;0,9;KG;https://i.postimg.cc/7LM4SXz6/2737.png;5460;FRANCE
BOUCHERIE;Volaille;2738;OSSO BUCCO DE DINDE FUMEE SACHET;0,6;KG;https://i.postimg.cc/FRr4pcbx/2738.png;5880;FRANCE
BOUCHERIE;Volaille;2741;CROUPIONS DE DINDE FUME SACHET;0,68;KG;https://i.postimg.cc/C1cVQ1mp/2741.png;4200;FRANCE
BOUCHERIE;Volaille;2742;CROUPIONS DE DINDE SACHET;0,8;KG;https://i.postimg.cc/Rhqz5BD6/2742.png;4390;HONGRIE
BOUCHERIE;Volaille;2743;AILE DE DINDE SACHET;1;KG;https://i.postimg.cc/9FRjLc9s/2743.png;4380;BRESIL
BOUCHERIE;Volaille;4402;LAPIN ENTIER FOUREAU +/-1.3KG;13,32;KG;https://i.postimg.cc/VNMhtN3W/4402.png;6550;FRANCE
BOUCHERIE;Volaille;4403;MARQUIS LAPIN ENTIER BARQUETTE 1.2KG;6;PCE;https://i.postimg.cc/Hxgh9gmD/4403.png;8390;FRANCE
BOUCHERIE;Volaille;4608;MARQUIS FOIE DE POULET BQ 500G;18;PCE;https://i.postimg.cc/dQnxrpSp/4608.png;3190;FRANCE
BOUCHERIE;Volaille;4609;MARQUIS GESIER DE POULET BQ 500G;18;PCE;https://i.postimg.cc/htQZFjPR/4609.png;3000;FRANCE
BOUCHERIE;Volaille;4613;MARQUIS POULET FUME BARQUETTE +/-1.3KG;9,25;KG;https://i.postimg.cc/qMRZLwPR/4613.png;4310;FRANCE
BOUCHERIE;Volaille;4615;COQ PRET A CUIRE BARQUETTE +/-4KG;13,87;KG;https://i.postimg.cc/YScntHhG/4615.png;5490;FRANCE
BOUCHERIE;Volaille;4618;COEUR DE POULET LOCAL;1;KG;;;COTE D'IVOIRE
BOUCHERIE;Volaille;4625;MARQUIS POULE FUMEE BQ +/-1.2KG;9,51;KG;https://i.postimg.cc/kGhszr05/4625.png;4360;FRANCE
BOUCHERIE;Volaille;4629;DOUX NUGGET DE POULET 500G;10;PCE;https://i.postimg.cc/YqZ8xHNn/4629.png;2260;FRANCE
BOUCHERIE;Volaille;4632;DOUX POPS DE POULET 500G;10;PCE;https://i.postimg.cc/R0zRjLDw/4632.png;;FRANCE
BOUCHERIE;Volaille;4635;SUPREME DE POULET JAUNE X2 +/-500G;5,205;KG;https://i.postimg.cc/jjQXKnpm/4635.png;13260;FRANCE
BOUCHERIE;Volaille;4636;DOUX CORDON BLEU DE POULET 1KG;10;PCE;https://i.postimg.cc/3R8ZwJ7R/4636.png;6220;FRANCE
BOUCHERIE;Volaille;4638;FOIE DE POULET 500GR;20;PCE;https://i.postimg.cc/4dWQHkN1/4638.png;;CHINE
BOUCHERIE;Volaille;4639;POULET FERMIER JAUNE BQ 1.4KG;11,78;KG;https://i.postimg.cc/1X4cpC81/4639.png;8720;FRANCE
BOUCHERIE;Volaille;4641;DOUX MANCHON DE POULET PIMENTE 1KG;12;PCE;https://i.postimg.cc/8knb1SYp/4641.png;6500;FRANCE
BOUCHERIE;Volaille;4642;MARQUIS POULE PRETE A CUIRE BQ +/-1.2KG;10,14;KG;https://i.postimg.cc/2yJdTQWb/4642.png;4890;FRANCE
BOUCHERIE;Volaille;4643;DOUX BURGY'S DE POULET  1KG;12;PCE;https://i.postimg.cc/VLrWvhyj/4643.png;;FRANCE
BOUCHERIE;Volaille;4647;DOUX BURGY'S POULET EPICE 1KG;12;PCE;https://i.postimg.cc/Jzj3cBz0/4647.png;;FRANCE
BOUCHERIE;Volaille;4649;DOUX AILES  POULET PANE PIMENTE 1KG;12;PCE;https://i.postimg.cc/jjKH8dDX/4649.png;5690;FRANCE
BOUCHERIE;Volaille;4653;MARQUIS POULET JAUNE BQ 1.3KG;8,87;KG;https://i.postimg.cc/MHcVcnLW/4653.png;6540;FRANCE
BOUCHERIE;Volaille;4655;MARQUIS POULET BLANC BQ 1.3KG;9,94;KG;https://i.postimg.cc/x8WHL0rL/4655.png;6410;FRANCE
BOUCHERIE;Volaille;4656;POULET FERMIER BLANC BQ 1.4KG;12,48;KG;https://i.postimg.cc/QNPc2qBV/4656.png;9160;FRANCE
BOUCHERIE;Volaille;4667;PATTES DE POULET IMPORT;15;KG;;2130;BR
BOUCHERIE;Volaille;4676;PERDIX ESCALOPE DE POULET PANE 400G;15;PCE;https://i.postimg.cc/t4dPVQBV/4676.png;;BRESIL
BOUCHERIE;Volaille;4677;PERDIX POPS DE POULET 300G;21;PCE;https://i.postimg.cc/BvqFTYz7/4677.png;;BRESIL
BOUCHERIE;Volaille;4678;PERDIX BATONNET DE POULET 300G;21;PCE;;;BRESIL
BOUCHERIE;Volaille;4700;MARQUIS COQUELET PAC BLANC BQ 600G;20;PCE;https://i.postimg.cc/DzBXBQkv/4700.png;5310;FRANCE
BOUCHERIE;Volaille;4701;MARQUIS CANARD BARBARIE PAC S/FILM 3KG;3;PCE;https://i.postimg.cc/bJr2MGpQ/4701.png;26840;FRANCE
BOUCHERIE;Volaille;4703;MARQUIS FILET DE CANARD 370G;14;PCE;https://i.postimg.cc/fy0Sz63y/4703.png;5750;FRANCE
BOUCHERIE;Volaille;4704;CUISSE DE CANARD SOUS VIDE 370G;14;PCE;https://i.postimg.cc/V5QrdDMR/4704.png;4130;FRANCE
BOUCHERIE;Volaille;4705;CUISSE DE CANARD SOUS VIDE X2;5,25;KG;https://i.postimg.cc/bYGmSrkD/4705.png;;FRANCE
BOUCHERIE;Volaille;4706;FILET DE CANARD CUIT FUMEE SVX1;5;KG;;;FRANCE
BOUCHERIE;Volaille;4708;CUISSE DE CANARD CONFITE SVX2;5;KG;;19130;FRANCE
BOUCHERIE;Volaille;4711;CUISSE DE CANARD HALLAL S/V 370G +/-400G;5;KG;;10470;FRANCE
BOUCHERIE;Volaille;4712;MAGRET CANARD SOUS VIDE 380GR;7,86;KG;https://i.postimg.cc/ryvQ1TNh/4712.png;20220;FRANCE
BOUCHERIE;Volaille;4713;MAGRET CANARD S/V 350G UE;5;KG;https://i.postimg.cc/sgzmLJ87/4713.png;18430;BULGARIE
BOUCHERIE;Volaille;4735;BLANQUETTE DINDE FUMEE VRAC;10;KG;;4640;FRANCE
BOUCHERIE;Volaille;4738;AILERONS DE DINDE FUMEE VRAC;5;KG;;4800;FRANCE
BOUCHERIE;Volaille;4739;MARQUIS CUISSES DE DINDE FUMEE S/V;5,4;KG;https://i.postimg.cc/7LsNfrLn/4739.png;7230;FRANCE
BOUCHERIE;Volaille;4741;DOUX NUGGET DE POULET X10 1KG;10;PCE;https://i.postimg.cc/fLVfdqtn/4741.png;4730;FRANCE
BOUCHERIE;Volaille;4751;PERDIX NUGGET DE POULET 300G;21;PCE;https://i.postimg.cc/bvNTywqv/4751.jpg;;BRESIL
BOUCHERIE;Volaille;4757;PERDIX STEAK DE POULET PANE 100G;54;PCE;https://i.postimg.cc/SsH7fLCX/4757.jpg;;BRESIL
BOUCHERIE;Volaille;4761;PERDIX STEAK DE POULET PANE 360G;20;PCE;;;BRESIL
BOUCHERIE;Volaille;4762;PERDIX BATONNET DE POULET PIZZA 300G;21;PCE;https://i.postimg.cc/qBCGMYH2/4762.png;;BRESIL
BOUCHERIE;Volaille;4765;CAILLE PRETE A CUIRE BARQUETTE X4 520G;12;PCE;https://i.postimg.cc/hvx8yJ12/4765.png;5370;FRANCE
BOUCHERIE;Volaille;4768;PINTADE A BRAISER FUMEE S/FILM +/-1.6KG;10,05;KG;https://i.postimg.cc/wT8QtV9Z/4768.png;5730;FRANCE
BOUCHERIE;Volaille;4770;PINTADE PAC SAC PV    ;11,32;KG;https://i.postimg.cc/TYVqnDww/4770.png;;FRANCE
BOUCHERIE;Volaille;4777;PINTADE PRETE A CUIRE SOUS FILM 1.25KG;8;PCE;https://i.postimg.cc/Dw7Q6wJc/4777.png;12180;FRANCE
BOUCHERIE;Volaille;4778;PINTADE FERMIER;11,2;KG;;8250;FRANCE
BOUCHERIE;Volaille;4779;CHAPON FERMIER S/FILM;10,66;KG;;12250;FRANCE
BOUCHERIE;Volaille;4780;DINDE FERMIER PAC S/FILM;9,14;KG;;13130;FRANCE
BOUCHERIE;Volaille;4783;DINDE ENTIERE S/BQ      ;14;KG;https://i.postimg.cc/Dw5rM313/4783.png;7500;FRANCE
BOUCHERIE;Volaille;4790;PIGEON PAC 400G;10;PCE;https://i.postimg.cc/TY6n239X/4790.png;;FRANCE
BOUCHERIE;Volaille;4791;PIGEONNEAU PAC 300-400G;3;KG;https://i.postimg.cc/tRPhHxF5/4791.png;20740;FRANCE
BOUCHERIE;#N/A;2073;ENTRECOTE FASSONNE RHF;2;KG;;;ITALIE
BOULANGERIE PATISSERIE;Boulangerie;1200;BRIDOR MINI PAIN CEREALES GRAINES X4;4;PCE;https://i.postimg.cc/DZWjdwJz/1200.png;700;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;1201;BRIDOR MINI PAIN BRUN X4;4;PCE;https://i.postimg.cc/rmvhh2xN/1201.png;550;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;1206;BRIDOR FLUTE NATURE X6;6;PCE;https://i.postimg.cc/7ZxKtVGd/1206.png;1680;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7123;BRIDOR PAVE DE CAMPAGNE BIO 400G;15;PCE;;1795;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7143;BRIDOR LE GRAND POCHON 1.1KG;10;PCE;;4560;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7144;BRIDOR LE GRAND PARISIEN 1.1KG;10;PCE;;3805;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7171;BRIDOR LE GRAND CEREALIER 1.1KG;10;PCE;;4320;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7172;BRIDOR FINEDOR GRAINES ANCIENNES 50G;50;PCE;;380;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7173;BRIDOR PAVE NORDIQUE BIO 280G;28;PCE;;1620;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7184;BRIDOR DEMIBAG NATURE 140G;50;PCE;;460;FRANCE
BOULANGERIE PATISSERIE;Boulangerie;7185;BRIDOR FINEDOR OLIVES NOIRES ET THYM 50G;50;PCE;;440;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6401;VIVAGEL PATE FEUILLETEE 230G;24;PCE;https://i.postimg.cc/0NLnf4DT/6401.png;950;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6403;VIVAGEL PATE A PIZZA 230G;22;PCE;https://i.postimg.cc/DZLgYcc8/6403.png;950;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6404;VIVAGEL PATE BRISEE 230G;23;PCE;https://i.postimg.cc/QCDbLW6S/6404.png;950;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6434;THIRIET TARTE AUX FRAMBOISES 500G;8;PCE;https://i.postimg.cc/hG7bf06p/6434.png;6470;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6435;THIRIET TARTE AUX ABRICOTS 560G;8;PCE;https://i.postimg.cc/3R5jpvH7/6435.png;8470;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6436;THIRIET TARTE AUX MYRTILLES 480G;8;PCE;https://i.postimg.cc/KzPP58ZT/6436.png;6850;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6440;THIRIET TARTE MULTIFRUITS 525G;8;PCE;https://i.postimg.cc/ZKK8rmX9/6440.png;7350;FRANCE
BOULANGERIE PATISSERIE;Patisserie;6442;THIRIET TARTE MIRABELLE 490G;8;PCE;https://i.postimg.cc/P501swJZ/6442.png;7470;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7150;BRIDOR MINI MIX ROULE BEURRE SALE;225;PCE;https://i.postimg.cc/C5mSkkXQ/7150.png;198;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7168;PANIDOR PASTEL DE NATA BEURRE  60G;60;PCE;;260;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7174;BRIDOR MINI TARTELETTE POMME POIRE 35G;144;PCE;;385;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7175;BRIDOR MINI TARTELETTE CASSIS POMME 35G;144;PCE;;385;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7176;BRIDOR MINI TARTELETTE ANANAS/PASS35G;144;PCE;;385;FRANCE
BOULANGERIE PATISSERIE;Patisserie;7178;BRIDOR MACARON CAFE CHOC VAN CARAMEL CIT;96;PCE;;435;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;1202;BRIDOR CHAUSSON POMME X 6;6;PCE;https://i.postimg.cc/3NmtVfZ5/1202.png;2570;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;1203;BRIDOR PAIN AU CHOCOLAT X6;6;PCE;https://i.postimg.cc/XNC1rX6H/1203.png;1940;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;1204;BRIDOR CROISSANT X6;6;PCE;https://i.postimg.cc/c4G9wZss/1204.png;1610;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;1205;BRIDOR PAIN RAISIN X 6;6;PCE;https://i.postimg.cc/SNLZG5sc/1205.png;2380;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7111;BRIDOR PAIN AU CHOCOLAT 80G MGC;70;PCE;;315;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7116;BRIDOR MINI CROISSANT BEURRE CLASSIC 25G;225;PCE;;155;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7117;BRIDOR MINI PAIN CHOC BEURRE 25G CLASSIC;250;PCE;;165;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7118;BRIDOR MINI PAIN RAISIN BEURRE 30G CLAS;260;PCE;;170;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7121;BRIDOR CROISSANT BEURRE 55G CLASSIQUE;110;PCE;;270;COTE D'IVOIRE
BOULANGERIE PATISSERIE;Viennoiserie;7122;BRIDOR PAIN CHOCOLAT BEURRE 65 G CLAS;90;PCE;;350;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7127;BRIDOR MINI CROISSANT B.30G ECLAT TERROI;195;PCE;;210;COTE D'IVOIRE
BOULANGERIE PATISSERIE;Viennoiserie;7128;BRIDOR PAIN CHOCO BEURRE 35G ECLAT TERR;210;PCE;;230;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7129;BRIDOR MINI TORSADE CHOCOLAT 28G MINI G.;100;PCE;;210;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7130;BRIDOR MINI FINGER PRALINE 35G MG.;150;PCE;;250;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7132;BRIDOR CROISSANT 70G MGC BAKER SOLUTION;64;PCE;;250;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7133;BRIDOR PAIN RAISIN 110G MGC BAKER SOLUT.;60;PCE;;365;0
BOULANGERIE PATISSERIE;Viennoiserie;7134;BRIDOR CHAUSSON POMME 100G MG BAKER SOL;50;PCE;;380;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7145;BRIDOR FLUTE NATURE 70G;55;PCE;https://i.postimg.cc/63xWX9CY/7145.png;283;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7146;BRIDOR PETIT PAIN AUX GRAINES 55G;140;PCE;;187;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7147;BRIDOR PETIT PAIN NATURE 55G;140;PCE;;163;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7148;BRIDOR MINI PAIN CEREALES GRAINES 33G ;250;PCE;;150;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7149;BRIDOR MINI PAIN BRUN 33G;250;PCE;;122;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7152;BRIDOR PETIT PAIN GRAINE SANS GLUTEN 45G;50;PCE;;715;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7160;BRIDOR EXTRAVAGANT FROMAGE BEURRE 35G;180;PCE;;240;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7161;BRIDOR MINI ROULE FROMAGE BEURRE 35G;225;PCE;;190;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7164;BRIDOR BUN'N'ROLL BEURRE 85G;50;PCE;https://i.postimg.cc/65p9wbGJ/7164.png;600;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7182;BRIDOR CROISSANT VEGAN 70G MGV BAKER;60;PCE;;220;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7183;BRIDOR PAIN AU CHOCO VEGAN 80G MGV BAKER;60;PCE;;280;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7186;LA BOULANGERE PAIN AU LAIT CHOCO X10;11;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7187;LA BOULANGERE PAIN DE MIE COMPL 550G;10;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7188;LA BOULANGERE PAIN DE MIE TRANCH 550G;10;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7189;LA BOULANGERE PAIN HOT DOG BRIOCH 270G;9;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7190;LA BOULANGERE BRIOCHE TRANCH OEUF FRAIS 500G;7;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7191;LA BOULANGERE BRIOCHE TRESSE MAIN 400G;7;PCE;;;FRANCE
BOULANGERIE PATISSERIE;Viennoiserie;7192;LA BOULANGERE BURGER BUNS GRAINES TOP X4;10;PCE;;;FRANCE
CHARCUTERIE;Charcuterie Sèche;1259;ROSETTE DE LYON 12 TRANCHES;0,13;KG;https://i.postimg.cc/Rh4tCPBz/1259.png;;FRANCE
CHARCUTERIE;Charcuterie Sèche;1262;ROSETTE 12 TRANCHES;0,13;KG;https://i.postimg.cc/kGsb2xJR/1262.png;;FRANCE
CHARCUTERIE;Charcuterie Sèche;1462;SAUCISSON SEC TRADITION 10 TRANCHES;0,02;KG;https://i.postimg.cc/8kZcrkdv/1462.png;;FRANCE
CHARCUTERIE;Charcuterie Sèche;1513;SAUCISSON SEC DE PORC 12 TRANCHES;0,06;KG;https://i.postimg.cc/YSNq2tqh/1513.png;;COTE D'IVOIRE
CHARCUTERIE;Charcuterie Sèche;1514;SAUCISSON SEC DE BOEUF 12 TRANCHES;0,06;KG;https://i.postimg.cc/TwR2pBpQ/1514.png;;COTE D'IVOIRE
CHARCUTERIE;Charcuterie Sèche;1515;PEPPERONI 20 TRANCHES     ;0,2;PCE;https://i.postimg.cc/B6MSDNF3/1515.png;420;DANEMARK
CHARCUTERIE;Charcuterie Sèche;3008;LE PETIT CHAMBO TRADITIONNEL 250G;12;PCE;https://i.postimg.cc/ncyf5NYr/3008.png;;FRANCE
CHARCUTERIE;Charcuterie Sèche;3040;LA ROSETTE CLASSIQUE +/-2.5KG      ;5;KG;;;FRANCE
CHARCUTERIE;Charcuterie Sèche;3043;ROSETTE DES MONTS LYONNAIS +/-3KG;16;KG;;;FRANCE
CHARCUTERIE;Charcuterie Sèche;3552;PEPPERONI 1KG;1;PCE;;;DANEMARK
CHARCUTERIE;Fromage;4891;ITALIE MASCARPONE 250G;6;PCE;https://i.postimg.cc/rybYfxMN/4891.png;;ITALIE
CHARCUTERIE;Jambon / Epaule;0450;JAMBON DE DINDE 6 TRANCHES;0,26;KG;;;BELGIQUE
CHARCUTERIE;Jambon / Epaule;0451;TALON CHARCUTERIE VOLAILLE;0,3;KG;;;DIVERSES
CHARCUTERIE;Jambon / Epaule;0452;JAMBON DE DINDE 1KG TRANCHE;2,5;KG;;;BELGIQUE
CHARCUTERIE;Jambon / Epaule;1231;TALON CHARCUTERIE BOEUF  ;0,3;KG;https://i.postimg.cc/cJCX0Lcc/1231.png;;DIVERSES
CHARCUTERIE;Jambon / Epaule;1234;DES DE JAMBON EPAULE +/-500G;0,5;KG;https://i.postimg.cc/vB6hx2kg/1234.png;;FRANCE
CHARCUTERIE;Jambon / Epaule;1244;JAMBON EPAULE DD 3 TRANCHES;0,13;KG;https://i.postimg.cc/tCbk755J/1244.png;6920;COTE D'IVOIRE
CHARCUTERIE;Jambon / Epaule;1257;MORTADELLE PORC 12 TRANCHES;0,3;KG;https://i.postimg.cc/KY3B0kNC/1257.png;;FRANCE
CHARCUTERIE;Jambon / Epaule;1277;MORTADELLE DE POULET X12 TR;0,25;KG;https://i.postimg.cc/BQwjRZX3/1277.png;;FRANCE
CHARCUTERIE;Jambon / Epaule;1280;JAMBON SANDWICH 1KG TRANCHE;1;KG;;4290;ESPAGNE
CHARCUTERIE;Jambon / Epaule;1282;JAMBON DE POULET 3TR;0,1;KG;https://i.postimg.cc/hjgvVf3L/1282.png;9210;FRANCE
CHARCUTERIE;Jambon / Epaule;1283;JAMBON DE POULET 6TR;0,19;KG;https://i.postimg.cc/76V69wpp/1283.png;;FRANCE
CHARCUTERIE;Jambon / Epaule;3054;JAMBON SERRANO;4,5;KG;https://i.postimg.cc/cJmqvCqt/3054.png;16000;ESPAGNE
CHARCUTERIE;Jambon / Epaule;3055;JAMBON SANDWICH;3,15;KG;https://i.postimg.cc/Kzv6BbFq/3055.png;3720;ESPAGNE
CHARCUTERIE;Jambon / Epaule;3176;CITTERIO BRESAOLA IGP 80G;12;PCE;https://i.postimg.cc/0QQ4rCdh/3176.png;;COTE D'IVOIRE
CHARCUTERIE;Jambon / Epaule;3185;HERTA JAMBON BON PARIS TORCHON 4TR 140G;6;PCE;https://i.postimg.cc/NGygz8qN/3185.png;;0
CHARCUTERIE;Jambon / Epaule;3433;JAMBON EPAULE DD 5KG;5;KG;;;BELGIQUE
CHARCUTERIE;Jambon / Epaule;3451;JAMBON DE DINDE RECTANGULAIRE;5;KG;;8420;BELGIQUE
CHARCUTERIE;Lardons, Poitrine, Bacon;1460;BACON FUME 10 TRANCHES;0,22;KG;https://i.postimg.cc/j2SjkBTC/1460.png;9950;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;1511;LARDON FUME PREMIUM;0,28;KG;https://i.postimg.cc/vZVZjWJ7/1511.png;;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;1512;POITRINE FUMEE PREMIUM 6 TRANCHES;0,2;KG;https://i.postimg.cc/bvfwjZP7/1512.png;10600;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;1523;POITRINE FUMEE BLOC PREMIUM;1;KG;;;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;3460;BACON FUME BLOC +/-1.8KG;1,8;KG;https://i.postimg.cc/FzqzwGDv/3460.png;8380;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;3520;POITRINE FUMEE PREMIUM +/-1.5KG;1,5;KG;https://i.postimg.cc/28bVnRSS/3520.png;8540;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;3522;LARDONS FUMES 200G;16;PCE;https://i.postimg.cc/dVG3S2dM/3522.png;1560;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;3523;LARDONS NATURE 200G;16;PCE;https://i.postimg.cc/k59Gr2F2/3523.png;1560;FRANCE
CHARCUTERIE;Lardons, Poitrine, Bacon;3525;POITRINE FUMEE TRANCHE S/C;0;KG;;10130;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;0391;PATE CAMPAGNE SUPERIEUR TRANCHE +/-160G;0,16;KG;https://i.postimg.cc/Gm8Ctdzb/0391.png;;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;3149;PATE DE FOIE BLOC +/-2.4KG;2,4;KG;https://i.postimg.cc/zBt9kQGJ/3149.png;;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;3156;RILLETTES PUR PORC 220G;12;PCE;https://i.postimg.cc/fy1pG0dp/3156.png;;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;4720;FOIE GRAS FRANCE;5;KG;;56000;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;4723;FOIE GRAS UE;5;KG;https://i.postimg.cc/5NLpprPf/4723.jpg;;BULGARIE
CHARCUTERIE;Paté, Rillette et Terrines;4784;ESCALOPE DE FOIE GRAS 40-60G;4;KG;https://i.postimg.cc/256Qp9xb/4784.png;51990;FRANCE
CHARCUTERIE;Paté, Rillette et Terrines;4786;THIRIET TRANCHE  FOIE GRAS X4 160G;12;PCE;https://i.postimg.cc/NM2RFySQ/4786.png;20900;FRANCE
CHARCUTERIE;Saucisserie;3498;BOUDIN NOIR;0;KG;;8130;0
CHARCUTERIE;Saucisson et Mortadelle;0438;CHIPOLATAS VOLAILLE HALAL X 6;0,36;PCE;;2850;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;0439;ANDOUILLETTE S/V X 4;0,52;KG;;10200;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;1258;SAUCISSON DE POULET 12 TRANCHES;0,3;KG;https://i.postimg.cc/k4r8zJYG/1258.png;;BRESIL
CHARCUTERIE;Saucisson et Mortadelle;1461;CERVELAS PORC10 TRANCHES;0,08;KG;https://i.postimg.cc/cCkJqT1h/1461.png;;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3282;ANDOUILLETTE;8,56;KG;;10340;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3283;CERVELAS PORC 500G;20;PCE;https://i.postimg.cc/PqL3jqXk/3283.png;;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3290;SAUCISSON DE POULET 1KG;10;KG;https://i.postimg.cc/dtvxyvB8/3290.png;;BRESIL
CHARCUTERIE;Saucisson et Mortadelle;3291;SAUCISSON DE POULET 500G;24;PCE;https://i.postimg.cc/y8pQtRzP/3291.png;;BRESIL
CHARCUTERIE;Saucisson et Mortadelle;3292;MORTADELLE PORC 2.5KG;15;KG;https://i.postimg.cc/nr1Tkjkq/3292.png;;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3353;SAUCISSON A L'AIL 500G;10;PCE;https://i.postimg.cc/288xY5GX/3353.png;;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3370;SAUCISSON A L'AIL 800G;10;PCE;https://i.postimg.cc/nV11Nm4D/3370.png;;FRANCE
CHARCUTERIE;Saucisson et Mortadelle;3551;SALAMI DANOIS ENTIER;3;KG;https://i.postimg.cc/pTcLnqNj/3551.png;;DANEMARK
CREMERIE;Beurre;4803;PAYSAN BRETON BEURRE 1/2 SEL MOULE 250G;20;PCE;https://i.postimg.cc/CxMDDrXP/4803.png;2550;FRANCE
CREMERIE;Beurre;4804;EVEN BEURRE DOUX MICRO X10 10G;120;PCE;https://i.postimg.cc/Z5fNLFhT/4804.png;;FRANCE
CREMERIE;Beurre;4805;EVEN BEURRE DOUX MICRO X100 10G;12;PCE;https://i.postimg.cc/k5zt0J4z/4805.png;10130;FRANCE
CREMERIE;Beurre;4808;PAYSAN BRETON BEURRE DOUX 200G;40;PCE;https://i.postimg.cc/PxD8hgvx/4808.png;1900;France
